item,subj,onset,Exp,structure,position,ExpID
110,5,1052.08328400798,4b,simple,above,4
27,9,1587.51852676099,4b,simple,above,4
27,11,NA,4b,simple,above,4
27,5,NA,4b,simple,above,4
106,9,2188.70897476603,4b,simple,above,4
106,11,1772.87938247002,4b,simple,above,4
106,5,1052.08328400795,4b,simple,above,4
36,9,NA,4b,simple,above,4
36,11,NA,4b,simple,above,4
36,5,1023.902481758,4b,simple,above,4
55,9,1077.752783964,4b,simple,above,4
55,11,NA,4b,simple,above,4
55,5,1021.3911344639,4b,simple,above,4
31,9,1164.80649300803,4b,simple,above,4
31,11,1662.667332762,4b,simple,above,4
31,5,2120.442422222,4b,simple,above,4
75,9,1108.44488850796,4b,simple,above,4
75,11,1540.55052301101,4b,simple,above,4
75,5,882.998470505981,4b,simple,above,4
53,1,862.214012615993,4b,complex,below,4
53,3,2047.80496351498,4b,complex,below,4
53,8,1155.41289225797,4b,complex,below,4
66,1,1222.26114935802,4b,complex,below,4
66,3,1099.05128775802,4b,complex,below,4
66,8,908.667817463993,4b,complex,below,4
23,1,911.952007634,4b,complex,below,4
23,3,1152.90148946497,4b,complex,below,4
23,8,1453.496848968,4b,complex,below,4
121,1,990.561857497994,4b,complex,below,4
121,3,1023.90248175698,4b,complex,below,4
121,8,1951.3572527209799,4b,complex,below,4
43,1,1007.57664031897,4b,complex,below,4
43,3,2188.70897476597,4b,complex,below,4
43,8,901.785672005985,4b,complex,below,4
61,1,1511.18486707099,4b,complex,below,4
61,3,1258.74250050899,4b,complex,below,4
61,8,1040.1782279644,4b,complex,below,4
5,1,1069.85954802997,4b,complex,below,4
5,3,1782.27273972004,4b,complex,below,4
5,8,958.147276505997,4b,complex,below,4
44,1,984.059840796022,4b,complex,below,4
44,3,1343.28490726,4b,complex,below,4
44,8,1014.50888100698,4b,complex,below,4
29,1,1278.06567035799,4b,complex,below,4
29,3,1935.08175451393,4b,complex,below,4
29,8,1681.454534262,4b,complex,below,4
89,1,1039.20112497804,4b,complex,below,4
89,3,958.147276506899,4b,complex,below,4
89,8,NA,4b,complex,below,4
17,1,1658.48016272081,4b,complex,below,4
17,3,2057.19856426498,4b,complex,below,4
17,8,NA,4b,complex,below,4
57,1,975.503185131004,4b,complex,below,4
57,3,1446.61451550996,4b,complex,below,4
57,8,1089.65768700801,4b,complex,below,4
93,1,1043.77657516602,4b,complex,below,4
93,3,2395.36819126693,4b,complex,below,4
93,8,976.934478007024,4b,complex,below,4
100,1,972.496936980988,4b,complex,below,4
100,3,1171.6886909653,4b,complex,below,4
100,8,1127.23209000796,4b,complex,below,4
10,1,2254.77417090804,4b,complex,below,4
10,3,1237.44389621595,4b,complex,below,4
10,8,2085.3793665151,4b,complex,below,4
71,1,894.985458655015,4b,complex,below,4
71,3,1239.955299008,4b,complex,below,4
71,8,939.36007500669,4b,complex,below,4
3,1,941.643468347991,4b,complex,below,4
3,3,939.36007500696,4b,complex,below,4
3,8,1124.72082271501,4b,complex,below,4
102,1,1068.75950650704,4b,complex,below,4
102,3,1049.571881215,4b,complex,below,4
102,8,1042.68968325698,4b,complex,below,4
96,1,968.277843501937,4b,complex,below,4
96,3,1239.95529900901,4b,complex,below,4
96,8,1061.47688475801,4b,complex,below,4
104,1,937.401831103983,4b,complex,below,4
104,3,1127.23209000802,4b,complex,below,4
104,8,986.328078757026,4b,complex,below,4
60,1,1078.53786810099,4b,complex,below,4
60,3,1146.01929150899,4b,complex,below,4
60,8,967.540877256994,4b,complex,below,4
90,1,1017.23594171301,4b,complex,below,4
90,3,1127.23209000796,4b,complex,below,4
90,8,1080.26408625801,4b,complex,below,4
50,1,1017.99293875501,4b,complex,below,4
50,3,1521.763321511,4b,complex,below,4
50,8,1340.7736399665,4b,complex,below,4
81,1,928.553833975002,4b,complex,below,4
81,3,1284.41139146605,4b,complex,below,4
81,8,1023.90248175698,4b,complex,below,4
6,1,1599.09724129301,4b,complex,below,4
6,3,1052.08328400801,4b,complex,below,4
6,8,1042.68968325698,4b,complex,below,4
14,1,1137.45125841996,4b,complex,below,4
14,3,1625.0929297621,4b,complex,below,4
14,8,1155.41289225899,4b,complex,below,4
32,1,1043.44276222298,4b,complex,below,4
32,3,1643.88013126199,4b,complex,below,4
32,8,1277.52970200901,4b,complex,below,4
77,1,1913.21545276497,4b,complex,below,4
77,3,1970.14475472099,4b,complex,below,4
77,8,1108.44488850796,4b,complex,below,4
18,1,1469.19004814197,4b,complex,below,4
18,3,2414.15539276704,4b,complex,below,4
18,8,2327.10171872304,4b,complex,below,4
99,1,1010.671672184,4b,complex,below,4
99,3,NA,4b,complex,below,4
99,8,1305.71050425903,4b,complex,below,4
9,1,1145.24205609899,4b,complex,below,4
9,3,1371.46570951001,4b,complex,below,4
9,8,NA,4b,complex,below,4
64,1,1041.35541659605,4b,complex,below,4
64,3,1033.29608250795,4b,complex,below,4
64,8,1183.593694509,4b,complex,below,4
91,1,924.71595261901,4b,complex,above,4
91,3,1343.28490725898,4b,complex,above,4
91,8,929.966474256048,4b,complex,above,4
111,1,976.738218226018,4b,complex,above,4
111,3,NA,4b,complex,above,4
111,8,1256.231233216,4b,complex,above,4
41,1,1200.274412353,4b,complex,above,4
41,3,1030.784679715,4b,complex,above,4
41,8,1202.380896009,4b,complex,above,4
68,1,942.805476267012,4b,complex,above,4
68,3,1087.14628421399,4b,complex,above,4
68,8,1509.858453468,4b,complex,above,4
34,1,854.971641262011,4b,complex,above,4
34,3,1502.97612000998,4b,complex,above,4
34,8,986.328078756969,4b,complex,above,4
79,1,803.9643538213,4b,complex,above,4
79,3,1303.19859296699,4b,complex,above,4
79,8,976.934478006967,4b,complex,above,4
45,1,1365.80719282904,4b,complex,above,4
45,3,1239.95529900898,4b,complex,above,4
45,8,1146.01929150803,4b,complex,above,4
92,1,983.029067706013,4b,complex,above,4
92,3,1099.05128775699,4b,complex,above,4
92,8,824.12559871193,4b,complex,above,4
25,1,1059.62480987,4b,complex,above,4
25,3,1397.13510896706,4b,complex,above,4
25,8,1725.910834719,4b,complex,above,4
82,1,1017.99293875501,4b,complex,above,4
82,3,1737.81613876298,4b,complex,above,4
82,8,1700.241735763,4b,complex,above,4
33,1,1456.04358288898,4b,complex,above,4
33,3,2141.74097101602,4b,complex,above,4
33,8,1080.26408625699,4b,complex,above,4
123,1,1039.52499113797,4b,complex,above,4
123,3,1070.87048550807,4b,complex,above,4
123,8,1002.60401296396,4b,complex,above,4
52,1,2073.57613655506,4b,complex,above,4
52,3,1690.84813501206,4b,complex,above,4
52,8,1108.44488850807,4b,complex,above,4
105,1,1107.067320895,4b,complex,above,4
105,3,1146.01929150899,4b,complex,above,4
105,8,1181.08242721604,4b,complex,above,4
54,1,1131.20648458096,4b,complex,above,4
54,3,1578.12492601101,4b,complex,above,4
54,8,NA,4b,complex,above,4
67,1,1473.01013186799,4b,complex,above,4
67,3,NA,4b,complex,above,4
67,8,NA,4b,complex,above,4
47,1,1313.90041731697,4b,complex,above,4
47,3,1594.40021621901,4b,complex,above,4
47,8,976.934478006911,4b,complex,above,4
69,1,1031.879502408,4b,complex,above,4
69,3,1199.86949321498,4b,complex,above,4
69,8,1183.593694509,4b,complex,above,4
22,1,1485.735043603,4b,complex,above,4
22,3,1465.40171701002,4b,complex,above,4
22,8,1105.93362121401,4b,complex,above,4
74,1,1033.94140458698,4b,complex,above,4
74,3,1538.03912021806,4b,complex,above,4
74,8,911.179272757067,4b,complex,above,4
38,1,873.777272430004,4b,complex,above,4
38,3,976.934478007024,4b,complex,above,4
38,8,986.328078757097,4b,complex,above,4
78,1,860.687239397009,4b,complex,above,4
78,3,1606.30572826108,4b,complex,above,4
78,8,976.934478007024,4b,complex,above,4
21,1,948.512551844033,4b,complex,above,4
21,3,1042.689683258,4b,complex,above,4
21,8,1005.115280258,4b,complex,above,4
49,1,996.784752530402,4b,complex,above,4
49,3,1803.571344013,4b,complex,above,4
49,8,1258.74250050902,4b,complex,above,4
1,1,1065.8129563665,4b,complex,above,4
1,3,1380.85931026001,4b,complex,above,4
1,8,1002.60401296501,4b,complex,above,4
76,1,926.509119496018,4b,complex,above,4
76,3,1181.08229171503,4b,complex,above,4
76,8,1042.689683258,4b,complex,above,4
58,1,845.088320807975,4b,complex,above,4
58,3,1221.16809750901,4b,complex,above,4
58,8,1077.75281896409,4b,complex,above,4
114,1,2485.59942545904,4b,complex,above,4
114,3,1737.81613876298,4b,complex,above,4
114,8,NA,4b,complex,above,4
4,1,994.328252393018,4b,complex,above,4
4,3,NA,4b,complex,above,4
4,8,976.934478007024,4b,complex,above,4
65,1,984.059840796022,4b,complex,above,4
65,3,1221.16809750895,4b,complex,above,4
65,8,1117.83848925802,4b,complex,above,4
118,1,815.556358923004,4b,complex,above,4
118,3,1606.30572826199,4b,complex,above,4
118,8,986.328078756998,4b,complex,above,4
120,1,1114.43298969095,4b,complex,above,4
120,3,NA,4b,complex,above,4
120,8,929.966474257071,4b,complex,above,4
91,1,887.664192084003,4b,simple,below,4
91,3,1218.65669471501,4b,simple,below,4
91,8,1005.115280257,4b,simple,below,4
111,1,789.125380384007,4b,simple,below,4
111,3,NA,4b,simple,below,4
111,8,1209.26322946593,4b,simple,below,4
41,1,1001.02638977498,4b,simple,below,4
41,3,1371.46570951001,4b,simple,below,4
41,8,1155.41289225803,4b,simple,below,4
68,1,950.008450227983,4b,simple,below,4
68,3,1143.50788871502,4b,simple,below,4
68,8,1359.56084146699,4b,simple,below,4
34,1,1205.7869854452,4b,simple,below,4
34,3,1653.273732012,4b,simple,below,4
34,8,1099.05128775799,4b,simple,below,4
79,1,1032.22071995901,4b,simple,below,4
79,3,1829.24074347,4b,simple,below,4
79,8,967.540877256965,4b,simple,below,4
45,1,1140.34118121708,4b,simple,below,4
45,3,1211.77449675906,4b,simple,below,4
45,8,974.423210713951,4b,simple,below,4
92,1,1043.44276222301,4b,simple,below,4
92,3,1538.03861171798,4b,simple,below,4
92,8,976.934478006967,4b,simple,below,4
25,1,1329.7638257298,4b,simple,below,4
25,3,1747.20973951298,4b,simple,below,4
25,8,1415.92200996701,4b,simple,below,4
82,1,1041.35541659605,4b,simple,below,4
82,3,1146.01929150797,4b,simple,below,4
82,8,1897.50735151398,4b,simple,below,4
33,1,885.102800424988,4b,simple,below,4
33,3,1192.98729525804,4b,simple,below,4
33,8,1578.12492601204,4b,simple,below,4
123,1,997.322869297399,4b,simple,below,4
123,3,2129.83596747199,4b,simple,below,4
123,8,1521.763321511,4b,simple,below,4
52,1,2228.02156144499,4b,simple,below,4
52,3,1925.68815376399,4b,simple,below,4
52,8,1415.922445967,4b,simple,below,4
105,1,806.008507621016,4b,simple,below,4
105,3,2000.836959764,4b,simple,below,4
105,8,1089.65768700796,4b,simple,below,4
54,1,1145.24205609899,4b,simple,below,4
54,3,1437.22091476002,4b,simple,below,4
54,8,NA,4b,simple,below,4
67,1,1324.53101233807,4b,simple,below,4
67,3,NA,4b,simple,below,4
67,8,NA,4b,simple,below,4
47,1,1159.12861975231,4b,simple,below,4
47,3,1080.26408625699,4b,simple,below,4
47,8,1058.96561746403,4b,simple,below,4
69,1,851.205246366987,4b,simple,below,4
69,3,955.63587371305,4b,simple,below,4
69,8,986.328078757992,4b,simple,below,4
22,1,1071.06949414901,4b,simple,below,4
22,3,1340.77350446603,4b,simple,below,4
22,8,948.753675755995,4b,simple,below,4
74,1,1179.17515405702,4b,simple,below,4
74,3,1218.65669471599,4b,simple,below,4
74,8,1099.05128775802,4b,simple,below,4
38,1,892.037671963976,4b,simple,below,4
38,3,1146.01929150899,4b,simple,below,4
38,8,958.14727650702,4b,simple,below,4
78,1,988.301478040967,4b,simple,below,4
78,3,1606.30572826199,4b,simple,below,4
78,8,1164.8064930084,4b,simple,below,4
21,1,1044.60477014203,4b,simple,below,4
21,3,1368.954306717,4b,simple,below,4
21,8,1446.61451551002,4b,simple,below,4
49,1,1068.75950650704,4b,simple,below,4
49,3,1315.10410500994,4b,simple,below,4
49,8,1221.1680975081,4b,simple,below,4
1,1,940.87375359095,4b,simple,below,4
1,3,965.029474464018,4b,simple,below,4
1,8,948.753675756961,4b,simple,below,4
76,1,1022.23457599905,4b,simple,below,4
76,3,1444.10260421705,4b,simple,below,4
76,8,1155.412892258,4b,simple,below,4
58,1,1205.786985445,4b,simple,below,4
58,3,1286.9233027592,4b,simple,below,4
58,8,1277.52970200902,4b,simple,below,4
114,1,1169.241169511,4b,simple,below,4
114,3,1068.35908271398,4b,simple,below,4
114,8,NA,4b,simple,below,4
4,1,985.221848715099,4b,simple,below,4
4,3,NA,4b,simple,below,4
4,8,1249.34889975901,4b,simple,below,4
65,1,947.314321991996,4b,simple,below,4
65,3,1155.41289225791,4b,simple,below,4
65,8,995.72167950702806,4b,simple,below,4
118,1,793.222709017982,4b,simple,below,4
118,3,1124.7206872149,4b,simple,below,4
118,8,939.360075007016,4b,simple,below,4
120,1,1150.64570126196,4b,simple,below,4
120,3,NA,4b,simple,below,4
120,8,1152.9016249652,4b,simple,below,4
53,1,700.54945055,4b,simple,above,4
53,3,1117.83848925802,4b,simple,above,4
53,8,1023.902481758,4b,simple,above,4
66,1,896.147466575002,4b,simple,above,4
66,3,2270.73997872401,4b,simple,above,4
66,8,1011.99761371402,4b,simple,above,4
23,1,876.930877133987,4b,simple,above,4
23,3,1725.91113522003,4b,simple,above,4
23,8,817.243265255911,4b,simple,above,4
121,1,928.918556613013,4b,simple,above,4
121,3,1192.9872952585,4b,simple,above,4
121,8,1312.59283771601,4b,simple,above,4
43,1,954.368380082002,4b,simple,above,4
43,3,1192.98729525804,4b,simple,above,4
43,8,880.487203212965,4b,simple,above,4
61,1,886.06557377102,4b,simple,above,4
61,3,1221.16809750798,4b,simple,above,4
61,8,908.668005462914,4b,simple,above,4
5,1,905.731993545501,4b,simple,above,4
5,3,1164.80649300797,4b,simple,above,4
5,8,939.360075007016,4b,simple,above,4
44,1,902.470861109975,4b,simple,above,4
44,3,1521.763321511,4b,simple,above,4
44,8,1202.380896009,4b,simple,above,4
29,1,1442.15666323601,4b,simple,above,4
29,3,1650.76232921899,4b,simple,above,4
29,8,2251.9529127231,4b,simple,above,4
89,1,860.687239397009,4b,simple,above,4
89,3,1202.380896009,4b,simple,above,4
89,8,NA,4b,simple,above,4
17,1,904.334967043951,4b,simple,above,4
17,3,1960.75115397093,4b,simple,above,4
17,8,NA,4b,simple,above,4
57,1,950.126742837995,4b,simple,above,4
57,3,1324.497705759,4b,simple,above,4
57,8,1277.5297020092,4b,simple,above,4
93,1,818.635988247991,4b,simple,above,4
93,3,1155.41289225899,4b,simple,above,4
93,8,901.785672005985,4b,simple,above,4
100,1,897.711927124988,4b,simple,above,4
100,3,1164.80649300911,4b,simple,above,4
100,8,1099.05128775699,4b,simple,above,4
10,1,1217.34988925999,4b,simple,above,4
10,3,1613.18741771899,4b,simple,above,4
10,8,1096.540020465,4b,simple,above,4
71,1,958.613506677978,4b,simple,above,4
71,3,1049.57188121398,4b,simple,above,4
71,8,946.242408463945,4b,simple,above,4
3,1,966.781945117987,4b,simple,above,4
3,3,1087.14628421399,4b,simple,above,4
3,8,1230.56169825895,4b,simple,above,4
102,1,887.664192084998,4b,simple,above,4
102,3,1211.77449675901,4b,simple,above,4
102,8,1005.11528025697,4b,simple,above,4
96,1,815.556358923004,4b,simple,above,4
96,3,1333.89130651,4b,simple,above,4
96,8,929.966474255991,4b,simple,above,4
104,1,865.95469910003,4b,simple,above,4
104,3,1146.01929150899,4b,simple,above,4
104,8,983.81681146401,4b,simple,above,4
60,1,824.221942517056,4b,simple,above,4
60,3,892.39207125695,4b,simple,above,4
60,8,836.030466756029,4b,simple,above,4
90,1,1136.758781609,4b,simple,above,4
90,3,1606.3057282615,4b,simple,above,4
90,8,967.540877257022,4b,simple,above,4
50,1,885.102800426012,4b,simple,above,4
50,3,1033.29608250806,4b,simple,above,4
50,8,826.636866006027,4b,simple,above,4
81,1,1044.604770143,4b,simple,above,4
81,3,1230.56169825901,4b,simple,above,4
81,8,986.328078757026,4b,simple,above,4
6,1,783.410138248996,4b,simple,above,4
6,3,1519.25191871794,4b,simple,above,4
6,8,911.179272755987,4b,simple,above,4
14,1,1434.83504066501,4b,simple,above,4
14,3,2404.76179201698,4b,simple,above,4
14,8,2026.50649472099,4b,simple,above,4
32,1,977.412540138971,4b,simple,above,4
32,3,1249.34889975896,4b,simple,above,4
32,8,1080.26408625801,4b,simple,above,4
77,1,1358.48557025801,4b,simple,above,4
77,3,1913.7826417206,4b,simple,above,4
77,8,929.966474257014,4b,simple,above,4
18,1,1176.09552473161,4b,simple,above,4
18,3,1876.20823871998,4b,simple,above,4
18,8,2066.59216501498,4b,simple,above,4
99,1,931.739056954029,4b,simple,above,4
99,3,NA,4b,simple,above,4
99,8,939.360075007016,4b,simple,above,4
9,1,1169.24116951202,4b,simple,above,4
9,3,1014.50888100692,4b,simple,above,4
9,8,NA,4b,simple,above,4
64,1,921.597290042996,4b,simple,above,4
64,3,1444.10311271801,4b,simple,above,4
64,8,1406.528409217,4b,simple,above,4
8,2,1155.98629643,4b,complex,below,4
8,10,1399.64651176001,4b,complex,below,4
8,7,1765.99694101299,4b,complex,below,4
37,2,1146.5109989181,4b,complex,below,4
37,10,929.966474256986,4b,complex,below,4
37,7,1011.99754121404,4b,complex,below,4
13,2,1518.184126956,4b,complex,below,4
13,10,1164.80649300803,4b,complex,below,4
13,7,1547.43278396796,4b,complex,below,4
122,2,1487.62170933992,4b,complex,below,4
122,10,1023.902481758,4b,complex,below,4
122,7,1105.93354871492,4b,complex,below,4
19,2,1099.13451136003,4b,complex,below,4
19,10,1380.85931026001,4b,complex,below,4
19,7,1117.83848925802,4b,complex,below,4
59,2,1262.35109414,4b,complex,below,4
59,10,1152.90141596597,4b,complex,below,4
59,7,1925.68815376401,4b,complex,below,4
2,2,1222.31337901201,4b,complex,below,4
2,10,1794.17774326299,4b,complex,below,4
2,7,993.209926213979,4b,complex,below,4
24,2,1781.35593220401,4b,complex,below,4
24,10,1606.30572826149,4b,complex,below,4
24,7,NA,4b,complex,below,4
95,2,NA,4b,complex,below,4
95,10,1265.62503046603,4b,complex,below,4
95,7,1399.64651175998,4b,complex,below,4
125,2,2179.31842769502,4b,complex,below,4
125,10,1005.11528025811,4b,complex,below,4
125,7,2348.40018751697,4b,complex,below,4
48,2,1667.652362062,4b,complex,below,4
48,10,2073.47469497199,4b,complex,below,4
48,7,1277.52970200899,4b,complex,below,4
107,2,1373.91813919908,4b,complex,below,4
107,10,1014.50888100692,4b,complex,below,4
107,7,1202.380896009,4b,complex,below,4
11,2,1774.01670977301,4b,complex,below,4
11,10,1819.84747471995,4b,complex,below,4
11,7,1275.01836221597,4b,complex,below,4
80,2,985.430941218965,4b,complex,below,4
80,10,1174.20009375803,4b,complex,below,4
80,7,1089.65768700796,4b,complex,below,4
26,2,1591.84998196895,4b,complex,below,4
26,10,1080.26408625801,4b,complex,below,4
26,7,1719.02893726303,4b,complex,below,4
86,2,1449.72051929398,4b,complex,below,4
86,10,1502.976120011,4b,complex,below,4
86,7,1719.02893726201,4b,complex,below,4
39,2,1364.44284168704,4b,complex,below,4
39,10,939.360075007016,4b,complex,below,4
39,7,929.966474255991,4b,complex,below,4
117,2,1326.54165164091,4b,complex,below,4
117,10,1143.50822071509,4b,complex,below,4
117,7,901.785672007009,4b,complex,below,4
20,2,1224.44990409304,4b,complex,below,4
20,10,NA,4b,complex,below,4
20,7,2226.28337776598,4b,complex,below,4
103,2,1440.24522178199,4b,complex,below,4
103,10,NA,4b,complex,below,4
103,7,1277.52970200902,4b,complex,below,4
30,2,1241.26397403603,4b,complex,below,4
30,10,1822.35854551396,4b,complex,below,4
30,7,1315.104105009,4b,complex,below,4
115,2,1044.41925137098,4b,complex,below,4
115,10,1556.82665371899,4b,complex,below,4
115,7,1117.83848925802,4b,complex,below,4
28,2,1610.8005769925,4b,complex,below,4
28,10,1390.25291101001,4b,complex,below,4
28,7,1164.80649300803,4b,complex,below,4
94,2,1004.38153624191,4b,complex,below,4
94,10,1321.98663496604,4b,complex,below,4
94,7,955.635523213914,4b,complex,below,4
108,2,1715.02884962104,4b,complex,below,4
108,10,1061.47688475801,4b,complex,below,4
108,7,NA,4b,complex,below,4
116,2,1385.52996179203,4b,complex,below,4
116,10,NA,4b,complex,below,4
116,7,1221.16809750901,4b,complex,below,4
84,2,1139.17222648706,4b,complex,below,4
84,10,NA,4b,complex,below,4
84,7,1124.72075021503,4b,complex,below,4
124,2,1364.44284168701,4b,complex,below,4
124,10,1117.83848925802,4b,complex,below,4
124,7,NA,4b,complex,below,4
35,2,1129.69692897593,4b,complex,below,4
35,10,939.360075005993,4b,complex,below,4
35,7,1171.68875396504,4b,complex,below,4
113,2,1373.91813919999,4b,complex,below,4
113,10,1258.742500509,4b,complex,below,4
113,7,1380.85931025991,4b,complex,below,4
42,2,NA,4b,complex,below,4
42,10,1286.92330275899,4b,complex,below,4
42,7,1380.85931025991,4b,complex,below,4
98,2,1127.56040389399,4b,complex,below,4
98,10,NA,4b,complex,below,4
98,7,1117.83848925802,4b,complex,below,4
46,2,1004.38153624299,4b,complex,above,4
46,10,889.881000462992,4b,complex,above,4
46,7,1211.77449675804,4b,complex,above,4
73,2,1553.94879192201,4b,complex,above,4
73,10,1202.380896009,4b,complex,above,4
73,7,1446.61451551002,4b,complex,above,4
15,2,1061.2333213127,4b,complex,above,4
15,10,1136.62569075797,4b,complex,above,4
15,7,1650.76239221798,4b,complex,above,4
40,2,1866.63360980901,4b,complex,above,4
40,10,1005.11528025697,4b,complex,above,4
40,7,NA,4b,complex,above,4
62,2,1212.83808149997,4b,complex,above,4
62,10,1099.05128775802,4b,complex,above,4
62,7,1042.68968325698,4b,complex,above,4
109,2,1347.62832174499,4b,complex,above,4
109,10,976.934478007024,4b,complex,above,4
109,7,1728.42253801304,4b,complex,above,4
56,2,1174.9368914533,4b,complex,above,4
56,10,1277.52970200896,4b,complex,above,4
56,7,1183.59369450798,4b,complex,above,4
70,2,1395.00525930401,4b,complex,above,4
70,10,1052.08328400801,4b,complex,above,4
70,7,1014.50888100703,4b,complex,above,4
12,2,1376.05466428096,4b,complex,above,4
12,10,1380.85931026001,4b,complex,above,4
12,7,1509.85838096801,4b,complex,above,4
119,2,1231.78867652302,4b,complex,above,4
119,10,1033.29608250806,4b,complex,above,4
119,7,1425.31597421691,4b,complex,above,4
72,2,1421.29462675803,4b,complex,above,4
72,10,1221.16809750901,4b,complex,above,4
72,7,1512.36972076094,4b,complex,above,4
126,2,1317.0663541291,4b,complex,above,4
126,10,2308.31471372301,4b,complex,above,4
126,7,1127.23209000799,4b,complex,above,4
97,2,1432.90599935,4b,complex,above,4
97,10,NA,4b,complex,above,4
97,7,NA,4b,complex,above,4
112,2,1231.78867652399,4b,complex,above,4
112,10,1058.96581396496,4b,complex,above,4
112,7,1202.38089600798,4b,complex,above,4
51,2,NA,4b,complex,above,4
51,10,NA,4b,complex,above,4
51,7,1089.65768700801,4b,complex,above,4
83,2,NA,4b,complex,above,4
83,10,1181.08262371601,4b,complex,above,4
83,7,1211.77449675895,4b,complex,above,4
63,2,1212.83808150099,4b,complex,above,4
63,10,939.360075006988,4b,complex,above,4
63,7,1164.806493008,4b,complex,above,4
127,2,1061.23332131301,4b,complex,above,4
127,10,1033.29608250806,4b,complex,above,4
127,7,NA,4b,complex,above,4
88,2,1629.751172016,4b,complex,above,4
88,10,1293.805427216,4b,complex,above,4
88,7,1146.01929150803,4b,complex,above,4
101,2,1563.42408943408,4b,complex,above,4
101,10,1556.82665371796,4b,complex,above,4
101,7,1728.42253801196,4b,complex,above,4
85,2,1279.16516408203,4b,complex,above,4
85,10,1343.28490726,4b,complex,above,4
85,7,1446.6145155104,4b,complex,above,4
128,2,1108.60980887105,4b,complex,above,4
128,10,1409.04011251007,4b,complex,above,4
128,7,1108.44488850796,4b,complex,above,4
16,2,1118.08510638301,4b,complex,above,4
16,10,1606.30572826102,4b,complex,above,4
16,7,1465.40171701002,4b,complex,above,4
87,2,1013.85683375395,4b,complex,above,4
87,10,948.753675756961,4b,complex,above,4
87,7,1249.34889975907,4b,complex,above,4
7,2,1080.18391633607,4b,complex,above,4
7,10,1127.23209000796,4b,complex,above,4
7,7,939.360075005993,4b,complex,above,4
110,2,2131.94194013801,4b,complex,above,4
110,10,1531.156922261,4b,complex,above,4
110,7,1174.200093758,4b,complex,above,4
27,2,1451.85704437401,4b,complex,above,4
27,10,1653.27373201191,4b,complex,above,4
27,7,1239.95529900901,4b,complex,above,4
106,2,2065.61485755492,4b,complex,above,4
106,10,2026.50669122102,4b,complex,above,4
106,7,NA,4b,complex,above,4
36,2,NA,4b,complex,above,4
36,10,NA,4b,complex,above,4
36,7,1162.29515321501,4b,complex,above,4
55,2,1269.68986657107,4b,complex,above,4
55,10,1521.763321511,4b,complex,above,4
55,7,1587.51852676096,4b,complex,above,4
31,2,1468.67111431698,4b,complex,above,4
31,10,NA,4b,complex,above,4
31,7,1700.24173576201,4b,complex,above,4
75,2,987.567466299993,4b,complex,above,4
75,10,939.360075007016,4b,complex,above,4
75,7,995.72167950702806,4b,complex,above,4
46,2,1118.08510638303,4b,simple,below,4
46,10,1164.80649300803,4b,simple,below,4
46,7,901.785672006497,4b,simple,below,4
73,2,1290.77698667504,4b,simple,below,4
73,10,1052.08328400806,4b,simple,below,4
73,7,1061.47688475795,4b,simple,below,4
15,2,1373.91813919896,4b,simple,below,4
15,10,1258.74250050902,4b,simple,below,4
15,7,1230.56169825895,4b,simple,below,4
40,2,1413.95585432701,4b,simple,below,4
40,10,1099.051287758,4b,simple,below,4
40,7,NA,4b,simple,below,4
62,2,1792.96730479598,4b,simple,below,4
62,10,1052.08328400801,4b,simple,below,4
62,7,1127.23209000802,4b,simple,below,4
109,2,1878.245432402,4b,simple,below,4
109,10,1277.52970200902,4b,simple,below,4
109,7,1737.8161387625,4b,simple,below,4
56,2,2058.27608512493,4b,simple,below,4
56,10,1014.50888100703,4b,simple,below,4
56,7,1058.96554496502,4b,simple,below,4
70,2,1108.60980887099,4b,simple,below,4
70,10,948.75367575699,4b,simple,below,4
70,7,1096.539947965,4b,simple,below,4
12,2,1897.19602742503,4b,simple,below,4
12,10,1916.29455301404,4b,simple,below,4
12,7,1152.9015524649801,4b,simple,below,4
119,2,1281.30168916402,4b,simple,below,4
119,10,1143.50822071511,4b,simple,below,4
119,7,1465.40171701099,4b,simple,below,4
72,2,1395.005259304,4b,simple,below,4
72,10,1631.97505421903,4b,simple,below,4
72,7,1688.33679521899,4b,simple,below,4
126,2,1385.52996179305,4b,simple,below,4
126,10,1944.4753552641,4b,simple,below,4
126,7,1077.75274646497,4b,simple,below,4
97,2,1345.49224666409,4b,simple,below,4
97,10,NA,4b,simple,below,4
97,7,NA,4b,simple,below,4
112,2,2131.94194013701,4b,simple,below,4
112,10,1700.24173576198,4b,simple,below,4
112,7,1061.47688475801,4b,simple,below,4
51,2,NA,4b,simple,below,4
51,10,NA,4b,simple,below,4
51,7,1211.77449675906,4b,simple,below,4
83,2,NA,4b,simple,below,4
83,10,1481.67784771698,4b,simple,below,4
83,7,2479.91059801799,4b,simple,below,4
63,2,1146.51099891807,4b,simple,below,4
63,10,1296.31690350993,4b,simple,below,4
63,7,1183.593694509,4b,simple,below,4
127,2,1137.03570140598,4b,simple,below,4
127,10,1143.50822071501,4b,simple,below,4
127,7,NA,4b,simple,below,4
88,2,1707.69007719002,4b,simple,below,4
88,10,1380.85931026001,4b,simple,below,4
88,7,1164.80649300797,4b,simple,below,4
101,2,1546.61001949097,4b,simple,below,4
101,10,1324.49770576,4b,simple,below,4
101,7,1146.01929150797,4b,simple,below,4
85,2,1972.99840751896,4b,simple,below,4
