item,subj,onset,Exp,structure,position,ExpID
8,2,1424,3b,complex,above,2
8,4,855,3b,complex,above,2
8,3,1085,3b,complex,above,2
8,7,906,3b,complex,above,2
8,6,917,3b,complex,above,2
44,12,1158,3b,complex,above,2
44,2,1011,3b,complex,above,2
44,4,743,3b,complex,above,2
44,3,955,3b,complex,above,2
44,7,NA,3b,complex,above,2
44,6,1200,3b,complex,above,2
23,12,1043,3b,complex,above,2
23,2,1040,3b,complex,above,2
23,4,755,3b,complex,above,2
23,3,1195,3b,complex,above,2
23,7,1143,3b,complex,above,2
23,6,977,3b,complex,above,2
26,12,1162,3b,complex,above,2
26,2,1179,3b,complex,above,2
26,4,NA,3b,complex,above,2
26,3,992,3b,complex,above,2
26,7,943,3b,complex,above,2
26,6,968,3b,complex,above,2
38,12,1321,3b,complex,above,2
38,2,NA,3b,complex,above,2
38,4,777,3b,complex,above,2
38,3,829,3b,complex,above,2
38,7,NA,3b,complex,above,2
38,6,852,3b,complex,above,2
2,12,NA,3b,complex,above,2
2,2,1138,3b,complex,above,2
2,4,NA,3b,complex,above,2
2,3,849,3b,complex,above,2
2,7,1348,3b,complex,above,2
2,6,NA,3b,complex,above,2
17,12,1387,3b,complex,above,2
17,2,1019,3b,complex,above,2
17,4,381,3b,complex,above,2
17,3,772,3b,complex,above,2
17,7,986,3b,complex,above,2
17,6,913,3b,complex,above,2
31,12,1113,3b,complex,above,2
31,2,987,3b,complex,above,2
31,4,699,3b,complex,above,2
31,3,994,3b,complex,above,2
31,7,1092,3b,complex,above,2
31,6,1359,3b,complex,above,2
7,12,1247,3b,complex,above,2
7,2,518,3b,complex,above,2
7,4,780,3b,complex,above,2
7,3,816,3b,complex,above,2
7,7,1144,3b,complex,above,2
7,6,1153,3b,complex,above,2
18,12,NA,3b,complex,above,2
18,2,NA,3b,complex,above,2
18,4,869,3b,complex,above,2
18,3,1116,3b,complex,above,2
18,7,1013,3b,complex,above,2
18,6,720,3b,complex,above,2
41,12,1201,3b,complex,above,2
41,2,916,3b,complex,above,2
41,4,753,3b,complex,above,2
41,3,1147,3b,complex,above,2
41,7,NA,3b,complex,above,2
41,6,1018,3b,complex,above,2
12,12,1590,3b,complex,above,2
12,2,1339,3b,complex,above,2
12,4,693,3b,complex,above,2
12,3,804,3b,complex,above,2
12,7,1295,3b,complex,above,2
12,6,855,3b,complex,above,2
34,12,1864,3b,complex,above,2
34,2,1119,3b,complex,above,2
34,4,1169,3b,complex,above,2
34,3,768,3b,complex,above,2
34,7,NA,3b,complex,above,2
34,6,1189,3b,complex,above,2
46,12,977,3b,complex,above,2
46,2,1048,3b,complex,above,2
46,4,888,3b,complex,above,2
46,3,864,3b,complex,above,2
46,7,1055,3b,complex,above,2
46,6,1537,3b,complex,above,2
6,12,NA,3b,complex,above,2
6,2,1079,3b,complex,above,2
6,4,NA,3b,complex,above,2
6,3,1002,3b,complex,above,2
6,7,NA,3b,complex,above,2
6,6,NA,3b,complex,above,2
43,12,1267,3b,complex,above,2
43,2,1559,3b,complex,above,2
43,4,732,3b,complex,above,2
43,3,913,3b,complex,above,2
43,7,1019,3b,complex,above,2
43,6,NA,3b,complex,above,2
48,12,NA,3b,complex,above,2
48,2,904,3b,complex,above,2
48,4,820,3b,complex,above,2
48,3,966,3b,complex,above,2
48,7,987,3b,complex,above,2
48,6,1092,3b,complex,above,2
15,11,1260,3b,complex,below,2
15,9,NA,3b,complex,below,2
15,8,1603,3b,complex,below,2
15,1,759,3b,complex,below,2
15,10,1238,3b,complex,below,2
15,5,1040,3b,complex,below,2
30,11,665,3b,complex,below,2
30,9,NA,3b,complex,below,2
30,8,NA,3b,complex,below,2
30,1,NA,3b,complex,below,2
30,10,1358,3b,complex,below,2
30,5,876,3b,complex,below,2
40,11,1366,3b,complex,below,2
40,9,NA,3b,complex,below,2
40,8,1251,3b,complex,below,2
40,1,NA,3b,complex,below,2
40,10,1408,3b,complex,below,2
40,5,1149,3b,complex,below,2
14,11,NA,3b,complex,below,2
14,9,NA,3b,complex,below,2
14,8,NA,3b,complex,below,2
14,1,1011,3b,complex,below,2
14,10,1112,3b,complex,below,2
14,5,1255,3b,complex,below,2
27,11,779,3b,complex,below,2
27,9,1178,3b,complex,below,2
27,8,1558,3b,complex,below,2
27,1,1152,3b,complex,below,2
27,10,1020,3b,complex,below,2
27,5,1489,3b,complex,below,2
28,11,NA,3b,complex,below,2
28,9,1252,3b,complex,below,2
28,8,1724,3b,complex,below,2
28,1,947,3b,complex,below,2
28,10,1418,3b,complex,below,2
28,5,1363,3b,complex,below,2
4,11,961,3b,complex,below,2
4,9,1116,3b,complex,below,2
4,8,1767,3b,complex,below,2
4,1,904,3b,complex,below,2
4,10,1119,3b,complex,below,2
4,5,1006,3b,complex,below,2
8,11,NA,3b,complex,below,2
8,9,NA,3b,complex,below,2
8,8,NA,3b,complex,below,2
8,1,NA,3b,complex,below,2
8,10,1053,3b,complex,below,2
8,5,1069,3b,complex,below,2
44,11,706,3b,complex,below,2
44,9,NA,3b,complex,below,2
44,8,1776,3b,complex,below,2
44,1,816,3b,complex,below,2
44,10,1135,3b,complex,below,2
44,5,NA,3b,complex,below,2
23,11,956,3b,complex,below,2
23,9,1091,3b,complex,below,2
23,8,1895,3b,complex,below,2
23,1,815,3b,complex,below,2
23,10,572,3b,complex,below,2
23,5,1105,3b,complex,below,2
26,11,1001,3b,complex,below,2
26,9,1285,3b,complex,below,2
26,8,NA,3b,complex,below,2
26,1,891,3b,complex,below,2
26,10,1219,3b,complex,below,2
26,5,1007,3b,complex,below,2
38,11,1082,3b,complex,below,2
38,9,1208,3b,complex,below,2
38,8,1581,3b,complex,below,2
38,1,NA,3b,complex,below,2
38,10,1180,3b,complex,below,2
38,5,NA,3b,complex,below,2
2,11,1163,3b,complex,below,2
2,9,1312,3b,complex,below,2
2,8,1143,3b,complex,below,2
2,1,NA,3b,complex,below,2
2,10,928,3b,complex,below,2
2,5,NA,3b,complex,below,2
17,11,NA,3b,complex,below,2
17,9,1400,3b,complex,below,2
17,8,1524,3b,complex,below,2
17,1,NA,3b,complex,below,2
17,10,1191,3b,complex,below,2
17,5,1192,3b,complex,below,2
31,11,980,3b,complex,below,2
31,9,NA,3b,complex,below,2
31,8,1627,3b,complex,below,2
31,1,NA,3b,complex,below,2
31,10,1149,3b,complex,below,2
31,5,1239,3b,complex,below,2
7,11,1062,3b,complex,below,2
7,9,1136,3b,complex,below,2
7,8,1784,3b,complex,below,2
7,1,1136,3b,complex,below,2
7,10,NA,3b,complex,below,2
7,5,1159,3b,complex,below,2
18,11,731,3b,complex,below,2
18,9,1452,3b,complex,below,2
18,8,1708,3b,complex,below,2
18,1,818,3b,complex,below,2
18,10,1002,3b,complex,below,2
18,5,957,3b,complex,below,2
41,11,909,3b,complex,below,2
41,9,1677,3b,complex,below,2
41,8,NA,3b,complex,below,2
41,1,826,3b,complex,below,2
41,10,1308,3b,complex,below,2
41,5,889,3b,complex,below,2
12,11,948,3b,complex,below,2
12,9,1106,3b,complex,below,2
12,8,1034,3b,complex,below,2
12,1,1124,3b,complex,below,2
12,10,1050,3b,complex,below,2
12,5,811,3b,complex,below,2
34,11,1167,3b,complex,below,2
34,9,1536,3b,complex,below,2
34,8,1097,3b,complex,below,2
34,1,1428,3b,complex,below,2
34,10,2492,3b,complex,below,2
34,5,587,3b,complex,below,2
46,11,1364,3b,complex,below,2
46,9,1468,3b,complex,below,2
46,8,1403,3b,complex,below,2
46,1,1337,3b,complex,below,2
46,10,1253,3b,complex,below,2
46,5,NA,3b,complex,below,2
6,11,846,3b,complex,below,2
6,9,NA,3b,complex,below,2
6,8,1580,3b,complex,below,2
6,1,1984,3b,complex,below,2
6,10,1075,3b,complex,below,2
6,5,931,3b,complex,below,2
43,11,1116,3b,complex,below,2
43,9,NA,3b,complex,below,2
43,8,1671,3b,complex,below,2
43,1,NA,3b,complex,below,2
43,10,1055,3b,complex,below,2
43,5,712,3b,complex,below,2
48,11,1054,3b,complex,below,2
48,9,1383,3b,complex,below,2
48,8,1829,3b,complex,below,2
48,1,1236,3b,complex,below,2
48,10,964,3b,complex,below,2
48,5,911,3b,complex,below,2
11,11,829,3b,simple,below,2
11,9,NA,3b,simple,below,2
11,8,1290,3b,simple,below,2
11,1,638,3b,simple,below,2
11,10,1250,3b,simple,below,2
11,5,1022,3b,simple,below,2
25,11,707,3b,simple,below,2
25,9,1194,3b,simple,below,2
25,8,1175,3b,simple,below,2
25,1,601,3b,simple,below,2
25,10,1232,3b,simple,below,2
25,5,969,3b,simple,below,2
37,11,832,3b,simple,below,2
37,9,1287,3b,simple,below,2
37,8,1434,3b,simple,below,2
37,1,NA,3b,simple,below,2
37,10,987,3b,simple,below,2
37,5,1028,3b,simple,below,2
5,11,NA,3b,simple,below,2
5,9,NA,3b,simple,below,2
5,8,NA,3b,simple,below,2
5,1,NA,3b,simple,below,2
5,10,1177,3b,simple,below,2
5,5,NA,3b,simple,below,2
10,11,826,3b,simple,below,2
10,9,NA,3b,simple,below,2
10,8,NA,3b,simple,below,2
10,1,NA,3b,simple,below,2
10,10,1234,3b,simple,below,2
10,5,1529,3b,simple,below,2
21,11,NA,3b,simple,below,2
21,9,1790,3b,simple,below,2
21,8,NA,3b,simple,below,2
21,1,769,3b,simple,below,2
21,10,1018,3b,simple,below,2
21,5,1226,3b,simple,below,2
36,11,841,3b,simple,below,2
36,9,NA,3b,simple,below,2
36,8,1545,3b,simple,below,2
36,1,872,3b,simple,below,2
36,10,1338,3b,simple,below,2
36,5,1168,3b,simple,below,2
39,11,783,3b,simple,below,2
39,9,1176,3b,simple,below,2
39,8,NA,3b,simple,below,2
39,1,1145,3b,simple,below,2
39,10,916,3b,simple,below,2
39,5,NA,3b,simple,below,2
45,11,1346,3b,simple,below,2
45,9,1307,3b,simple,below,2
45,8,1222,3b,simple,below,2
45,1,NA,3b,simple,below,2
45,10,1153,3b,simple,below,2
45,5,1221,3b,simple,below,2
3,11,NA,3b,simple,below,2
3,9,1491,3b,simple,below,2
3,8,NA,3b,simple,below,2
3,1,751,3b,simple,below,2
3,10,1331,3b,simple,below,2
3,5,NA,3b,simple,below,2
20,11,NA,3b,simple,below,2
20,9,1712,3b,simple,below,2
20,8,1454,3b,simple,below,2
20,1,1059,3b,simple,below,2
20,10,1452,3b,simple,below,2
20,5,843,3b,simple,below,2
47,11,998,3b,simple,below,2
47,9,1357,3b,simple,below,2
47,8,NA,3b,simple,below,2
47,1,876,3b,simple,below,2
47,10,1394,3b,simple,below,2
47,5,1031,3b,simple,below,2
13,11,1270,3b,simple,below,2
13,9,NA,3b,simple,below,2
13,8,960,3b,simple,below,2
13,1,944,3b,simple,below,2
13,10,1671,3b,simple,below,2
13,5,722,3b,simple,below,2
19,11,947,3b,simple,below,2
19,9,1342,3b,simple,below,2
19,8,1279,3b,simple,below,2
19,1,659,3b,simple,below,2
19,10,792,3b,simple,below,2
19,5,1390,3b,simple,below,2
35,11,1367,3b,simple,below,2
35,9,1127,3b,simple,below,2
35,8,1269,3b,simple,below,2
35,1,NA,3b,simple,below,2
35,10,1274,3b,simple,below,2
35,5,809,3b,simple,below,2
1,11,1079,3b,simple,below,2
1,9,1043,3b,simple,below,2
1,8,NA,3b,simple,below,2
1,1,1715,3b,simple,below,2
1,10,1094,3b,simple,below,2
1,5,893,3b,simple,below,2
9,11,886,3b,simple,below,2
9,9,1233,3b,simple,below,2
9,8,1215,3b,simple,below,2
9,1,NA,3b,simple,below,2
9,10,1144,3b,simple,below,2
9,5,903,3b,simple,below,2
32,11,NA,3b,simple,below,2
32,9,NA,3b,simple,below,2
32,8,1394,3b,simple,below,2
32,1,NA,3b,simple,below,2
32,10,1158,3b,simple,below,2
32,5,928,3b,simple,below,2
16,11,923,3b,simple,below,2
16,9,NA,3b,simple,below,2
16,8,1175,3b,simple,below,2
16,1,666,3b,simple,below,2
16,10,1254,3b,simple,below,2
16,5,1194,3b,simple,below,2
22,11,1423,3b,simple,below,2
22,9,1684,3b,simple,below,2
22,8,2149,3b,simple,below,2
22,1,NA,3b,simple,below,2
22,10,1598,3b,simple,below,2
22,5,1010,3b,simple,below,2
24,11,1406,3b,simple,below,2
24,9,NA,3b,simple,below,2
24,8,1221,3b,simple,below,2
24,1,1700,3b,simple,below,2
24,10,1302,3b,simple,below,2
24,5,997,3b,simple,below,2
29,11,740,3b,simple,below,2
29,9,1248,3b,simple,below,2
29,8,1149,3b,simple,below,2
29,1,1645,3b,simple,below,2
29,10,1439,3b,simple,below,2
29,5,NA,3b,simple,below,2
33,11,1867,3b,simple,below,2
33,9,NA,3b,simple,below,2
33,8,NA,3b,simple,below,2
33,1,749,3b,simple,below,2
33,10,1378,3b,simple,below,2
33,5,939,3b,simple,below,2
42,11,1030,3b,simple,below,2
42,9,1147,3b,simple,below,2
42,8,1408,3b,simple,below,2
42,1,920,3b,simple,below,2
42,10,1325,3b,simple,below,2
42,5,684,3b,simple,below,2
15,11,650,3b,simple,above,2
15,9,NA,3b,simple,above,2
15,8,1435,3b,simple,above,2
15,1,733,3b,simple,above,2
15,10,690,3b,simple,above,2
15,5,905,3b,simple,above,2
30,11,712,3b,simple,above,2
30,9,NA,3b,simple,above,2
30,8,NA,3b,simple,above,2
30,1,NA,3b,simple,above,2
30,10,923,3b,simple,above,2
30,5,827,3b,simple,above,2
40,11,922,3b,simple,above,2
40,9,NA,3b,simple,above,2
40,8,1568,3b,simple,above,2
40,1,NA,3b,simple,above,2
40,10,1322,3b,simple,above,2
40,5,1294,3b,simple,above,2
14,11,NA,3b,simple,above,2
14,9,NA,3b,simple,above,2
14,8,NA,3b,simple,above,2
14,1,919,3b,simple,above,2
14,10,1471,3b,simple,above,2
14,5,1193,3b,simple,above,2
27,11,696,3b,simple,above,2
27,9,1101,3b,simple,above,2
27,8,1497,3b,simple,above,2
27,1,710,3b,simple,above,2
27,10,1000,3b,simple,above,2
27,5,1039,3b,simple,above,2
28,11,NA,3b,simple,above,2
28,9,1233,3b,simple,above,2
28,8,1248,3b,simple,above,2
28,1,805,3b,simple,above,2
28,10,829,3b,simple,above,2
28,5,1148,3b,simple,above,2
4,11,643,3b,simple,above,2
4,9,1071,3b,simple,above,2
4,8,1771,3b,simple,above,2
4,1,794,3b,simple,above,2
4,10,1147,3b,simple,above,2
4,5,1012,3b,simple,above,2
8,11,NA,3b,simple,above,2
8,9,NA,3b,simple,above,2
8,8,NA,3b,simple,above,2
8,1,NA,3b,simple,above,2
8,10,1272,3b,simple,above,2
8,5,610,3b,simple,above,2
44,11,885,3b,simple,above,2
44,9,NA,3b,simple,above,2
44,8,1081,3b,simple,above,2
44,1,582,3b,simple,above,2
44,10,1013,3b,simple,above,2
44,5,NA,3b,simple,above,2
23,11,895,3b,simple,above,2
23,9,1244,3b,simple,above,2
23,8,865,3b,simple,above,2
23,1,715,3b,simple,above,2
23,10,1226,3b,simple,above,2
23,5,856,3b,simple,above,2
26,11,753,3b,simple,above,2
26,9,1309,3b,simple,above,2
26,8,NA,3b,simple,above,2
26,1,834,3b,simple,above,2
26,10,1410,3b,simple,above,2
26,5,748,3b,simple,above,2
38,11,925,3b,simple,above,2
38,9,1689,3b,simple,above,2
38,8,1153,3b,simple,above,2
38,1,NA,3b,simple,above,2
38,10,1028,3b,simple,above,2
38,5,NA,3b,simple,above,2
2,11,710,3b,simple,above,2
2,9,1752,3b,simple,above,2
2,8,1016,3b,simple,above,2
2,1,NA,3b,simple,above,2
2,10,1125,3b,simple,above,2
2,5,NA,3b,simple,above,2
17,11,NA,3b,simple,above,2
17,9,932,3b,simple,above,2
17,8,848,3b,simple,above,2
17,1,NA,3b,simple,above,2
17,10,891,3b,simple,above,2
17,5,1211,3b,simple,above,2
31,11,1207,3b,simple,above,2
31,9,NA,3b,simple,above,2
31,8,1923,3b,simple,above,2
31,1,NA,3b,simple,above,2
31,10,1357,3b,simple,above,2
31,5,1358,3b,simple,above,2
7,11,696,3b,simple,above,2
7,9,1107,3b,simple,above,2
7,8,1517,3b,simple,above,2
7,1,926,3b,simple,above,2
7,10,NA,3b,simple,above,2
7,5,1174,3b,simple,above,2
18,11,761,3b,simple,above,2
18,9,1735,3b,simple,above,2
18,8,1552,3b,simple,above,2
18,1,966,3b,simple,above,2
18,10,900,3b,simple,above,2
18,5,837,3b,simple,above,2
41,11,727,3b,simple,above,2
41,9,1266,3b,simple,above,2
41,8,NA,3b,simple,above,2
41,1,817,3b,simple,above,2
41,10,1124,3b,simple,above,2
41,5,839,3b,simple,above,2
12,11,824,3b,simple,above,2
12,9,1184,3b,simple,above,2
12,8,1130,3b,simple,above,2
12,1,794,3b,simple,above,2
12,10,1444,3b,simple,above,2
12,5,875,3b,simple,above,2
34,11,1477,3b,simple,above,2
34,9,1628,3b,simple,above,2
34,8,1725,3b,simple,above,2
34,1,822,3b,simple,above,2
34,10,1362,3b,simple,above,2
34,5,1212,3b,simple,above,2
46,11,721,3b,simple,above,2
46,9,1644,3b,simple,above,2
46,8,1697,3b,simple,above,2
46,1,759,3b,simple,above,2
46,10,1486,3b,simple,above,2
46,5,NA,3b,simple,above,2
6,11,690,3b,simple,above,2
6,9,NA,3b,simple,above,2
6,8,1331,3b,simple,above,2
6,1,690,3b,simple,above,2
6,10,1204,3b,simple,above,2
6,5,809,3b,simple,above,2
43,11,845,3b,simple,above,2
43,9,NA,3b,simple,above,2
43,8,1198,3b,simple,above,2
43,1,NA,3b,simple,above,2
43,10,1560,3b,simple,above,2
43,5,1027,3b,simple,above,2
48,11,954,3b,simple,above,2
48,9,1314,3b,simple,above,2
48,8,1701,3b,simple,above,2
48,1,820,3b,simple,above,2
48,10,1039,3b,simple,above,2
48,5,1128,3b,simple,above,2
11,11,1084,3b,complex,above,2
11,9,NA,3b,complex,above,2
11,8,1558,3b,complex,above,2
11,1,945,3b,complex,above,2
11,10,1047,3b,complex,above,2
11,5,853,3b,complex,above,2
25,11,774,3b,complex,above,2
25,9,962,3b,complex,above,2
25,8,1258,3b,complex,above,2
25,1,1148,3b,complex,above,2
25,10,993,3b,complex,above,2
25,5,1105,3b,complex,above,2
37,11,783,3b,complex,above,2
37,9,1260,3b,complex,above,2
37,8,1670,3b,complex,above,2
37,1,NA,3b,complex,above,2
37,10,1146,3b,complex,above,2
37,5,2296,3b,complex,above,2
5,11,NA,3b,complex,above,2
5,9,NA,3b,complex,above,2
5,8,NA,3b,complex,above,2
5,1,NA,3b,complex,above,2
5,10,1013,3b,complex,above,2
5,5,NA,3b,complex,above,2
10,11,827,3b,complex,above,2
10,9,NA,3b,complex,above,2
10,8,NA,3b,complex,above,2
10,1,NA,3b,complex,above,2
10,10,1172,3b,complex,above,2
10,5,1036,3b,complex,above,2
21,11,NA,3b,complex,above,2
21,9,1159,3b,complex,above,2
21,8,NA,3b,complex,above,2
21,1,742,3b,complex,above,2
21,10,917,3b,complex,above,2
21,5,793,3b,complex,above,2
36,11,869,3b,complex,above,2
36,9,NA,3b,complex,above,2
36,8,1458,3b,complex,above,2
36,1,763,3b,complex,above,2
36,10,1200,3b,complex,above,2
36,5,1125,3b,complex,above,2
39,11,717,3b,complex,above,2
39,9,1347,3b,complex,above,2
39,8,NA,3b,complex,above,2
39,1,803,3b,complex,above,2
39,10,1210,3b,complex,above,2
39,5,NA,3b,complex,above,2
45,11,795,3b,complex,above,2
45,9,1762,3b,complex,above,2
45,8,1786,3b,complex,above,2
45,1,NA,3b,complex,above,2
45,10,1622,3b,complex,above,2
45,5,1044,3b,complex,above,2
3,11,NA,3b,complex,above,2
3,9,1614,3b,complex,above,2
3,8,NA,3b,complex,above,2
3,1,891,3b,complex,above,2
3,10,1447,3b,complex,above,2
3,5,NA,3b,complex,above,2
20,11,NA,3b,complex,above,2
20,9,1376,3b,complex,above,2
20,8,1571,3b,complex,above,2
20,1,730,3b,complex,above,2
20,10,1206,3b,complex,above,2
20,5,974,3b,complex,above,2
47,11,1332,3b,complex,above,2
47,9,1255,3b,complex,above,2
47,8,NA,3b,complex,above,2
47,1,1090,3b,complex,above,2
47,10,799,3b,complex,above,2
47,5,1045,3b,complex,above,2
13,11,1047,3b,complex,above,2
13,9,NA,3b,complex,above,2
13,8,1367,3b,complex,above,2
13,1,670,3b,complex,above,2
13,10,1468,3b,complex,above,2
13,5,907,3b,complex,above,2
19,11,728,3b,complex,above,2
19,9,1845,3b,complex,above,2
19,8,1094,3b,complex,above,2
19,1,852,3b,complex,above,2
19,10,1210,3b,complex,above,2
19,5,521,3b,complex,above,2
35,11,769,3b,complex,above,2
35,9,1371,3b,complex,above,2
35,8,1810,3b,complex,above,2
35,1,NA,3b,complex,above,2
35,10,911,3b,complex,above,2
35,5,917,3b,complex,above,2
1,11,645,3b,complex,above,2
1,9,1955,3b,complex,above,2
1,8,NA,3b,complex,above,2
1,1,908,3b,complex,above,2
1,10,1492,3b,complex,above,2
1,5,475,3b,complex,above,2
9,11,872,3b,complex,above,2
9,9,1442,3b,complex,above,2
9,8,1047,3b,complex,above,2
9,1,NA,3b,complex,above,2
9,10,1141,3b,complex,above,2
9,5,1062,3b,complex,above,2
32,11,NA,3b,complex,above,2
32,9,NA,3b,complex,above,2
32,8,1747,3b,complex,above,2
32,1,NA,3b,complex,above,2
32,10,1257,3b,complex,above,2
32,5,981,3b,complex,above,2
16,11,770,3b,complex,above,2
16,9,NA,3b,complex,above,2
16,8,1694,3b,complex,above,2
16,1,1256,3b,complex,above,2
16,10,1625,3b,complex,above,2
16,5,979,3b,complex,above,2
22,11,1720,3b,complex,above,2
22,9,2068,3b,complex,above,2
22,8,2243,3b,complex,above,2
22,1,NA,3b,complex,above,2
22,10,1148,3b,complex,above,2
22,5,913,3b,complex,above,2
24,11,982,3b,complex,above,2
24,9,NA,3b,complex,above,2
24,8,1370,3b,complex,above,2
24,1,822,3b,complex,above,2
24,10,989,3b,complex,above,2
24,5,799,3b,complex,above,2
29,11,1276,3b,complex,above,2
29,9,1336,3b,complex,above,2
29,8,1211,3b,complex,above,2
29,1,946,3b,complex,above,2
29,10,1345,3b,complex,above,2
29,5,NA,3b,complex,above,2
33,11,1434,3b,complex,above,2
33,9,NA,3b,complex,above,2
33,8,NA,3b,complex,above,2
33,1,881,3b,complex,above,2
33,10,1127,3b,complex,above,2
33,5,879,3b,complex,above,2
42,11,794,3b,complex,above,2
42,9,1524,3b,complex,above,2
42,8,1420,3b,complex,above,2
42,1,753,3b,complex,above,2
42,10,1215,3b,complex,above,2
42,5,1205,3b,complex,above,2
8,11,1066.41810598592,4a,complex,below,3
8,4,1362.608146203,4a,complex,below,3
8,6,912.03423179013,4a,complex,below,3
37,11,1349.18343540397,4a,complex,below,3
37,4,1288.77223680399,4a,complex,below,3
37,6,1845.05163238799,4a,complex,below,3
13,11,1255.210459804,4a,complex,below,3
13,4,1731.78769320498,4a,complex,below,3
13,6,1428.88559758694,4a,complex,below,3
122,11,886.030912800152,4a,complex,below,3
122,4,NA,4a,complex,below,3
122,6,1999.4358065801,4a,complex,below,3
19,11,980.003888402962,4a,complex,below,3
19,4,1254.28771593988,4a,complex,below,3
19,6,985.870141185956,4a,complex,below,3
59,11,NA,4a,complex,below,3
59,4,1415.46102328698,4a,complex,below,3
59,6,1436.44405560406,4a,complex,below,3
2,11,859.181491203003,4a,complex,below,3
2,4,1241.78574900407,4a,complex,below,3
2,6,1161.23748420296,4a,complex,below,3
24,11,1047.12744240294,4a,complex,below,3
24,4,2133.68305108895,4a,complex,below,3
24,6,1409.59463400401,4a,complex,below,3
95,11,832.332069603012,4a,complex,below,3
95,4,1516.99232040392,4a,complex,below,3
95,6,NA,4a,complex,below,3
125,11,1107.53864100298,4a,complex,below,3
125,4,1449.86876640394,4a,complex,below,3
125,6,1710.80452438991,4a,complex,below,3
48,11,NA,4a,complex,below,3
48,4,2181.51550500602,4a,complex,below,3
48,6,NA,4a,complex,below,3
107,11,925.458642590002,4a,complex,below,3
107,4,1100.82628560292,4a,complex,below,3
107,6,1476.71818800404,4a,complex,below,3
11,11,1529.57062858701,4a,complex,below,3
11,4,1751.92475940497,4a,complex,below,3
11,6,1831.62692158794,4a,complex,below,3
80,11,1026.14397358502,4a,complex,below,3
80,4,1342.47108000397,4a,complex,below,3
80,6,1308.90930300404,4a,complex,below,3
26,11,NA,4a,complex,below,3
26,4,1141.10041800302,4a,complex,below,3
26,6,2027.13133080988,4a,complex,below,3
86,11,1107.53864100411,4a,complex,below,3
86,4,1771.21585948805,4a,complex,below,3
86,6,1818.202210788,4a,complex,below,3
39,11,1053.83979780299,4a,complex,below,3
39,4,1187.24093968012,4a,complex,below,3
39,6,1241.78574900998,4a,complex,below,3
117,11,1349.18343540397,4a,complex,below,3
117,4,2114.39195100604,4a,complex,below,3
117,6,1858.47569818793,4a,complex,below,3
20,11,858.335088586045,4a,complex,below,3
20,4,1146.59634638997,4a,complex,below,3
20,6,1147.81277340001,4a,complex,below,3
103,11,906.167979002021,4a,complex,below,3
103,4,1187.24093968592,4a,complex,below,3
103,6,1543.84174200402,4a,complex,below,3
30,11,2161.37843880603,4a,complex,below,3
30,4,1851.76412428802,4a,complex,below,3
30,6,2006.99426460596,4a,complex,below,3
115,11,939.729756000133,4a,complex,below,3
115,4,1310.50263086991,4a,complex,below,3
115,6,1436.44405560394,4a,complex,below,3
28,11,1114.25099640297,4a,complex,below,3
28,4,1429.731700204,4a,complex,below,3
28,6,1376.03285700396,4a,complex,below,3
94,11,1067.26450860015,4a,complex,below,3
94,4,NA,4a,complex,below,3
94,6,NA,4a,complex,below,3
108,11,1228.36103820305,4a,complex,below,3
108,4,1395.32395708704,4a,complex,below,3
108,6,953.154466802971,4a,complex,below,3
116,11,946.442111400074,4a,complex,below,3
116,4,1355.04982468592,4a,complex,below,3
116,6,1409.59463400395,4a,complex,below,3
84,11,NA,4a,complex,below,3
84,4,1033.70273160294,4a,complex,below,3
84,6,1208.22397200402,4a,complex,below,3
124,11,1422.17294218705,4a,complex,below,3
124,4,2187.38189428905,4a,complex,below,3
124,6,1516.14621778703,4a,complex,below,3
35,11,886.030912801971,4a,complex,below,3
35,4,1040.415087003,4a,complex,below,3
35,6,1134.38806261001,4a,complex,below,3
113,11,1006.85331000204,4a,complex,below,3
113,4,2019.57300928802,4a,complex,below,3
113,6,2281.35473339,4a,complex,below,3
42,11,1288.77223680399,4a,complex,below,3
42,4,1261.922815204,4a,complex,below,3
42,6,1228.36103820401,4a,complex,below,3
98,11,1087.40157479997,4a,complex,below,3
98,4,1161.23748420296,4a,complex,below,3
98,6,812.195003402962,4a,complex,below,3
46,11,1348.33703278605,4a,complex,above,3
46,4,1013.56566540994,4a,complex,above,3
46,6,NA,4a,complex,above,3
73,11,1267.78876798699,4a,complex,above,3
73,4,1510.279965005,4a,complex,above,3
73,6,1530.41703120397,4a,complex,above,3
15,11,1208.22397200396,4a,complex,above,3
15,4,1731.7876932050399,4a,complex,above,3
15,6,1549.70799478701,4a,complex,above,3
40,11,945.595708785959,4a,complex,above,3
40,4,1188.08690580397,4a,complex,above,3
40,6,2006.14816198811,4a,complex,above,3
62,11,872.606202002999,4a,complex,above,3
62,4,1449.868766404,4a,complex,above,3
62,6,1167.94983960301,4a,complex,above,3
109,11,NA,4a,complex,above,3
109,4,1315.6216584,4a,complex,above,3
109,6,1906.30893360003,4a,complex,above,3
56,11,899.455623602989,4a,complex,above,3
56,4,1583.269908288,4a,complex,above,3
56,6,1107.538641004,4a,complex,above,3
70,11,NA,4a,complex,above,3
70,4,1047.12744240294,4a,complex,above,3
70,6,1960.00777680001,4a,complex,above,3
12,11,NA,4a,complex,above,3
12,4,1758.63711480497,4a,complex,above,3
12,6,2053.134649789,4a,complex,above,3
119,11,2262.0637698061,4a,complex,above,3
119,4,1557.26645280402,4a,complex,above,3
